item_number,component_id,component_name,component_type
8011189,7000036,"Chicken Tender, Fully Cooked Brakebush (Diced)",HDR_RECIPE
8008707,7000036,"Chicken Tender, Fully Cooked Brakebush (Diced)",HDR_RECIPE
8011188,7000036,"Chicken Tender, Fully Cooked Brakebush (Diced)",HDR_RECIPE
8008706,7000036,"Chicken Tender, Fully Cooked Brakebush (Diced)",HDR_RECIPE
8011197,7000036,"Chicken Tender, Fully Cooked Brakebush (Diced)",HDR_RECIPE
8011198,7000036,"Chicken Tender, Fully Cooked Brakebush (Diced)",HDR_RECIPE
8005006,7000040,"Supergreens Mix [1x Deep, 6” Half Hotel]",HDR_RECIPE
8009065,7000038,"Pico de Gallo (HDR) [Mixed, 13x]",HDR_RECIPE
8005119,7000038,"Pico de Gallo (HDR) [Mixed, 13x]",HDR_RECIPE
8008456,7000010,"Greek Salad, Grab & Go [HDR Recipe]",HDR_RECIPE
8011217,7000024,"White Rice (Cooked) [Rice Cooker, 21x]",HDR_RECIPE
8011217,7000029,"Diced Adobo Chicken Thighs [Cooked, 3x]",HDR_RECIPE
8005894,7000011,"Chicken Caesar Salad, Grab & Go [HDR Recipe]",HDR_RECIPE
8005895,7000012,"Thai Peanut Tofu Salad, Grab & Go [HDR Recipe]",HDR_RECIPE
8008925,7000014,"Salmon Poke Bowl, Grab & Go [HDR Recipe]",HDR_RECIPE
8009346,7000016,"Watermelon & Feta Salad, Grab & Go [HDR Recipe]",HDR_RECIPE
8009347,7000015,"Strawberry Pecan Salad, Grab & Go [HDR Recipe]",HDR_RECIPE
8005893,7000009,"Buffalo Salad, Grab & Go [HDR Recipe]",HDR_RECIPE
8010619,3003690,Tomato & Bacon Sauce (Cooked) [BT],BENCHTOP
8008927,7000013,"Harvest Chicken Salad, Grab & Go [HDR Recipe]",HDR_RECIPE
8004637,4000243,"Tortilla Flour 13"" HC",HDR_CONSUMABLE_ITEM
8005708,4000362,"Sirloin,10oz [Pouch] HC",HDR_CONSUMABLE_ITEM
8005708,4000439,"Oil, Canola HC",HDR_CONSUMABLE_ITEM
8006134,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8006134,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8006134,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8007145,4000448,Cucumber Dill Mix HC,HDR_CONSUMABLE_ITEM
8008463,4000439,"Oil, Canola HC",HDR_CONSUMABLE_ITEM
8008463,4000484,"NY Strip,12oz [Pouch] HC",HDR_CONSUMABLE_ITEM
8008516,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8008516,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8008516,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008780,4000475,"Chicken, Wing, Bone In, Fully Cooked, BrakeBush HC",HDR_CONSUMABLE_ITEM
8008780,4000536,Sweet and Sticky Sauce (Tejas) HC,HDR_CONSUMABLE_ITEM
8008780,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008809,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8008809,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008809,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8009068,4000555,"Sauce, Cheesesteak, 4oz. (Co-Man) HC",HDR_CONSUMABLE_ITEM
8009068,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8009068,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8009068,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8009622,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8009622,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8009622,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8009932,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8009932,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8009932,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8010463,4000503,"Cheese, Mozzarella, Diced 1/2"" (Retail) HC",HDR_CONSUMABLE_ITEM
8010463,4000469,"Cheese, Mozzarella, Ciliegine HC",HDR_CONSUMABLE_ITEM
8010463,4000320,"Sauce, Pizza, Raw, 35oz. (Co-Man) HC",HDR_CONSUMABLE_ITEM
8010465,4000320,"Sauce, Pizza, Raw, 35oz. (Co-Man) HC",HDR_CONSUMABLE_ITEM
8010465,4000503,"Cheese, Mozzarella, Diced 1/2"" (Retail) HC",HDR_CONSUMABLE_ITEM
8010465,4000338,"Pizza Piccante, Alanza Pizza [Kit] 2.0 HC",HDR_CONSUMABLE_ITEM
8010867,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8010867,4000435,"Dressing, Chipotle Ranch (Buyout) HC",HDR_CONSUMABLE_ITEM
8010867,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8010867,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8010867,4000377,"Chili Lime Salt Seasoning, Nu Spice HC",HDR_CONSUMABLE_ITEM
8011119,4000150,"Yellowtail Nigiri (1 pc), Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011122,4000144,"Scallop Nigiri (1 pc), Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011135,4000190,"Avocado Roll (8 pc), Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011140,4000141,"Crispy Rice with Spicy Tuna (6 pc), Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011140,4000200,"Eel Sauce (2 oz), Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011140,4000228,"Jalapeno, Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011156,4000221,"Sushi Rice (16 oz), Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011182,4000227,"Sauce Sampler, Happy Tuna HC",HDR_CONSUMABLE_ITEM
8011193,4000539,"Crust, Square, Detroit (Co-Man V2) HC",HDR_CONSUMABLE_ITEM
8011193,4000505,Pizza Sauce - Square (Di Fara) HC,HDR_CONSUMABLE_ITEM
8011233,4000230,"Drink, Kombucha Ginger Lemon, Health-Ade, 11.5 oz can HC",HDR_CONSUMABLE_ITEM
8011274,4000475,"Chicken, Wing, Bone In, Fully Cooked, BrakeBush HC",HDR_CONSUMABLE_ITEM
8011274,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8011276,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8011276,4000478,"Chicken, Wing, Boneless, FC (Buyout) HC",HDR_CONSUMABLE_ITEM
8008603,4000482,"Cheesesteak, Fred's 3.0 [Kit] HC",HDR_CONSUMABLE_ITEM
8008603,4000518,"Onion, White, Sliced Round 1/8"" HC",HDR_CONSUMABLE_ITEM
8008603,4000348,Garlic Aioli (Wonder Basics) 2 HC,HDR_CONSUMABLE_ITEM
8008603,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8008603,4000546,Caramelized Onions (Wonder Basics) HC,HDR_CONSUMABLE_ITEM
8008603,4000407,"Tomato, Beefsteak, Red, Sliced 1/4"" HC",HDR_CONSUMABLE_ITEM
8009457,4000472,"Dressing, Ranch Hidden Valley HC",HDR_CONSUMABLE_ITEM
8009457,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8009457,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008647,4000102,Maple Bourbon Butter Coins 7 gr HC,HDR_CONSUMABLE_ITEM
8006904,4000474,"Lettuce, Romaine, Chopped HC",HDR_CONSUMABLE_ITEM
8006904,4000368,"Egg, Hard Cooked (Buyout) HC",HDR_CONSUMABLE_ITEM
8006904,4000464,Whole Grain Mustard Vinaigrette HC,HDR_CONSUMABLE_ITEM
8006904,4000431,"Croutons, Home Style HC",HDR_CONSUMABLE_ITEM
8006904,4000416,"Bacon, Bits (Buyout) HC",HDR_CONSUMABLE_ITEM
8008645,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8008645,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8008645,4000498,Spicy Mayo HC,HDR_CONSUMABLE_ITEM
8008645,4000113,"Chicken, Sandwich Filet, FC (Buyout) HC",HDR_CONSUMABLE_ITEM
8008645,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008645,4000457,Chicka Spice (Mixed) HC,HDR_CONSUMABLE_ITEM
8008646,4000113,"Chicken, Sandwich Filet, FC (Buyout) HC",HDR_CONSUMABLE_ITEM
8008646,4000457,Chicka Spice (Mixed) HC,HDR_CONSUMABLE_ITEM
8008646,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8008646,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8008646,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008646,4000498,Spicy Mayo HC,HDR_CONSUMABLE_ITEM
8010587,4000438,"Oil, Butter Flavored, Whirl HC",HDR_CONSUMABLE_ITEM
8010587,4000546,Caramelized Onions (Wonder Basics) HC,HDR_CONSUMABLE_ITEM
8010587,4000531,Bacon Fully Cooked HC,HDR_CONSUMABLE_ITEM
8010587,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8010587,4000339,"Burger Puck, 4 oz, Pat Lafrieda, 70/30 Brisket Blend, Retail HC",HDR_CONSUMABLE_ITEM
8010587,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8010587,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8004955,4000479,"Spread, Tzatziki (Buyout) HC",HDR_CONSUMABLE_ITEM
8004955,4000544,"Cheese, Feta, [Drained], [Crumbled,Coarse] HC",HDR_CONSUMABLE_ITEM
8004955,4000421,Tomato Cucumber Relish (Yasas) HC,HDR_CONSUMABLE_ITEM
8004955,4000384,Beef Souvlaki [165g] (Cooked) HC,HDR_CONSUMABLE_ITEM
8004955,4000473,"Olives, Black, Kalamata, Sliced HC",HDR_CONSUMABLE_ITEM
8004955,4000263,"Lettuce, Romaine, [Cored; Trimmed], [Sliced,1/4""; Halved,Lengthwise; Ascorbic Washed] HC",HDR_CONSUMABLE_ITEM
8004955,4000451,Eggplant Spread (Symon) HC,HDR_CONSUMABLE_ITEM
8007028,4000137,Tahina (Wonder Basics) HC,HDR_CONSUMABLE_ITEM
8007028,4000269,Spiced Lamb Shoulder (Cooked) HC,HDR_CONSUMABLE_ITEM
8007028,4000116,Shawarma Slaw (Maydan) HC,HDR_CONSUMABLE_ITEM
8007028,4000118,"Sauce, Harissa, 2lb. (Co-Man) HC",HDR_CONSUMABLE_ITEM
8007028,4000367,"Bread, Naan HC",HDR_CONSUMABLE_ITEM
8007028,4000031,Mint (for service) HC,HDR_CONSUMABLE_ITEM
8007028,4000480,"Parsley, Fresh (HDR) HC",HDR_CONSUMABLE_ITEM
8007393,4000050,Ken's Chick'n'Dip'n Sauce HC,HDR_CONSUMABLE_ITEM
8007393,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8007393,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8007393,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8007393,4000454,Chili Oil HC,HDR_CONSUMABLE_ITEM
8007393,4000113,"Chicken, Sandwich Filet, FC (Buyout) HC",HDR_CONSUMABLE_ITEM
8006380,4000329,Difara Raw Pizza Sauce HC,HDR_CONSUMABLE_ITEM
8006380,4000235,"Crust, 16"" Round (Co-Man) HC",HDR_CONSUMABLE_ITEM
8006380,4000503,"Cheese, Mozzarella, Diced 1/2"" (Retail) HC",HDR_CONSUMABLE_ITEM
8006380,4000469,"Cheese, Mozzarella, Ciliegine HC",HDR_CONSUMABLE_ITEM
8006380,4000500,"Oil, Olive, Extra Virgin HC",HDR_CONSUMABLE_ITEM
8006380,4000504,"Basil, Fresh (HDR) HC",HDR_CONSUMABLE_ITEM
8006380,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8009454,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8009454,4000475,"Chicken, Wing, Bone In, Fully Cooked, BrakeBush HC",HDR_CONSUMABLE_ITEM
8009454,4000534,"Buffalo Sauce, Trappys HC",HDR_CONSUMABLE_ITEM
8007499,4000531,Bacon Fully Cooked HC,HDR_CONSUMABLE_ITEM
8007499,4000546,Caramelized Onions (Wonder Basics) HC,HDR_CONSUMABLE_ITEM
8007499,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8007499,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8007499,4000438,"Oil, Butter Flavored, Whirl HC",HDR_CONSUMABLE_ITEM
8007650,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8007650,4000518,"Onion, White, Sliced Round 1/8"" HC",HDR_CONSUMABLE_ITEM
8007650,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8007650,4000438,"Oil, Butter Flavored, Whirl HC",HDR_CONSUMABLE_ITEM
8008643,4000113,"Chicken, Sandwich Filet, FC (Buyout) HC",HDR_CONSUMABLE_ITEM
8008643,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8008643,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8008643,4000481,"Aioli, Garlic (Buyout) HC",HDR_CONSUMABLE_ITEM
8008643,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008651,4000457,Chicka Spice (Mixed) HC,HDR_CONSUMABLE_ITEM
8008651,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008651,4000475,"Chicken, Wing, Bone In, Fully Cooked, BrakeBush HC",HDR_CONSUMABLE_ITEM
8009096,4000477,"Chicken Tender, Fully Cooked Brakebush HC",HDR_CONSUMABLE_ITEM
8009096,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8005018,4000113,"Chicken, Sandwich Filet, FC (Buyout) HC",HDR_CONSUMABLE_ITEM
8005018,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8005018,4000050,Ken's Chick'n'Dip'n Sauce HC,HDR_CONSUMABLE_ITEM
8005018,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8005018,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8007214,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8007214,4000074,Pork & Poultry Rub (Tejas) HC,HDR_CONSUMABLE_ITEM
8007214,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8007214,4000564,"Spice, Rub, Carolina Gold Mustard BBQ (Buyout) HC",HDR_CONSUMABLE_ITEM
8007214,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8007214,4000536,Sweet and Sticky Sauce (Tejas) HC,HDR_CONSUMABLE_ITEM
8010589,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8010589,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8010589,4000339,"Burger Puck, 4 oz, Pat Lafrieda, 70/30 Brisket Blend, Retail HC",HDR_CONSUMABLE_ITEM
8010589,4000108,Mayonnaise (HDR Only) HC,HDR_CONSUMABLE_ITEM
8010589,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8010590,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8010590,4000240,"Bread, Bun Brioche Sliced 4"" HC",HDR_CONSUMABLE_ITEM
8010590,4000108,Mayonnaise (HDR Only) HC,HDR_CONSUMABLE_ITEM
8010590,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8010590,4000339,"Burger Puck, 4 oz, Pat Lafrieda, 70/30 Brisket Blend, Retail HC",HDR_CONSUMABLE_ITEM
8006140,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8006140,4000057,Herb Aioli (Wonder Basics) HC,HDR_CONSUMABLE_ITEM
8006140,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8006140,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8006140,4000397,Garlic Parsley Mix (Fred's) HC,HDR_CONSUMABLE_ITEM
8007037,4000518,"Onion, White, Sliced Round 1/8"" HC",HDR_CONSUMABLE_ITEM
8007037,4000519,Carolina Gold BBQ Sauce (Tejas) HC,HDR_CONSUMABLE_ITEM
8007037,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8005007,4000330,"Cheese, Mexican Three Cheese (Buyout) HC",HDR_CONSUMABLE_ITEM
8005007,4000243,"Tortilla Flour 13"" HC",HDR_CONSUMABLE_ITEM
8008660,4000327,"Pork Chopped, Austin Blues (Hormel) HC",HDR_CONSUMABLE_ITEM
8008660,4000542,Pickled Red Onion (Buyout) HC,HDR_CONSUMABLE_ITEM
8008660,4000519,Carolina Gold BBQ Sauce (Tejas) HC,HDR_CONSUMABLE_ITEM
8009427,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8009427,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8009427,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8009427,4000472,"Dressing, Ranch Hidden Valley HC",HDR_CONSUMABLE_ITEM
8009427,4000488,Peri-Peri Dry Rub (Mixed) HC,HDR_CONSUMABLE_ITEM
8006125,4000108,Mayonnaise (HDR Only) HC,HDR_CONSUMABLE_ITEM
8006125,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8006125,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8006125,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8006447,4000235,"Crust, 16"" Round (Co-Man) HC",HDR_CONSUMABLE_ITEM
8006447,4000504,"Basil, Fresh (HDR) HC",HDR_CONSUMABLE_ITEM
8006447,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8006447,4000503,"Cheese, Mozzarella, Diced 1/2"" (Retail) HC",HDR_CONSUMABLE_ITEM
8006447,4000329,Difara Raw Pizza Sauce HC,HDR_CONSUMABLE_ITEM
8006447,4000500,"Oil, Olive, Extra Virgin HC",HDR_CONSUMABLE_ITEM
8006862,4000243,"Tortilla Flour 13"" HC",HDR_CONSUMABLE_ITEM
8006862,4000542,Pickled Red Onion (Buyout) HC,HDR_CONSUMABLE_ITEM
8006862,4000330,"Cheese, Mexican Three Cheese (Buyout) HC",HDR_CONSUMABLE_ITEM
8006862,4000273,Braised Chicken Tinga (Cooked) HC,HDR_CONSUMABLE_ITEM
8007213,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8007213,4000425,"Oil, White Truffle HC",HDR_CONSUMABLE_ITEM
8007213,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8007213,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8007213,4000455,Truffle Aioli (Mixed) HC,HDR_CONSUMABLE_ITEM
8007213,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8007405,4000545,"Cheese, Feta, Crumbled HC",HDR_CONSUMABLE_ITEM
8007405,4000429,"Cucumber, Euro Diced 1/2"" Skin-On (HDR Only) HC",HDR_CONSUMABLE_ITEM
8007405,4000135,"Chickpea, Canned, [Drained] HC",HDR_CONSUMABLE_ITEM
8007405,4000473,"Olives, Black, Kalamata, Sliced HC",HDR_CONSUMABLE_ITEM
8007405,4000470,"Lettuce, Spring Mix HC",HDR_CONSUMABLE_ITEM
8007405,4000542,Pickled Red Onion (Buyout) HC,HDR_CONSUMABLE_ITEM
8007405,4000436,"Dressing, Roasted Garlic Red Wine (Buyout) HC",HDR_CONSUMABLE_ITEM
8008416,4000485,Zhough (Wonder Basics) HC,HDR_CONSUMABLE_ITEM
8008416,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8008416,4000478,"Chicken, Wing, Boneless, FC (Buyout) HC",HDR_CONSUMABLE_ITEM
8008770,4000504,"Basil, Fresh (HDR) HC",HDR_CONSUMABLE_ITEM
8008770,4000094,Nutritional Yeast Broth (Blended) HC,HDR_CONSUMABLE_ITEM
8008770,4000303,Vegetable Bolognese (Cooked) 2 HC,HDR_CONSUMABLE_ITEM
8009439,4000429,"Cucumber, Euro Diced 1/2"" Skin-On (HDR Only) HC",HDR_CONSUMABLE_ITEM
8009439,4000436,"Dressing, Roasted Garlic Red Wine (Buyout) HC",HDR_CONSUMABLE_ITEM
8009439,4000473,"Olives, Black, Kalamata, Sliced HC",HDR_CONSUMABLE_ITEM
8009439,4000471,"Lettuce, Crispy Leaf HC",HDR_CONSUMABLE_ITEM
8009439,4000545,"Cheese, Feta, Crumbled HC",HDR_CONSUMABLE_ITEM
8009439,4000542,Pickled Red Onion (Buyout) HC,HDR_CONSUMABLE_ITEM
8009679,4000468,"Basil, Thai HC",HDR_CONSUMABLE_ITEM
8009817,4000408,Panang Curry (Rethermed) HC,HDR_CONSUMABLE_ITEM
8009817,4000439,"Oil, Canola HC",HDR_CONSUMABLE_ITEM
8009817,4000468,"Basil, Thai HC",HDR_CONSUMABLE_ITEM
8009817,4000100,Thick Coconut Milk (Cooked) HC,HDR_CONSUMABLE_ITEM
8009817,4000409,"Green/Red Bell Pepper [Strips,1/4""] (Mixed) HC",HDR_CONSUMABLE_ITEM
8010582,4000518,"Onion, White, Sliced Round 1/8"" HC",HDR_CONSUMABLE_ITEM
8010582,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8010582,4000536,Sweet and Sticky Sauce (Tejas) HC,HDR_CONSUMABLE_ITEM
8010582,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8010582,4000339,"Burger Puck, 4 oz, Pat Lafrieda, 70/30 Brisket Blend, Retail HC",HDR_CONSUMABLE_ITEM
8010582,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8010582,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8010582,4000531,Bacon Fully Cooked HC,HDR_CONSUMABLE_ITEM
8010592,4000378,"Cheese, American Yellow 120 slice HC",HDR_CONSUMABLE_ITEM
8010592,4000453,Burger Sauce (Burger Baby) HC,HDR_CONSUMABLE_ITEM
8010592,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
8010592,4000509,"Lettuce, Better Burger (HDR Only) HC",HDR_CONSUMABLE_ITEM
8010592,4000339,"Burger Puck, 4 oz, Pat Lafrieda, 70/30 Brisket Blend, Retail HC",HDR_CONSUMABLE_ITEM
8010592,4000407,"Tomato, Beefsteak, Red, Sliced 1/4"" HC",HDR_CONSUMABLE_ITEM
8010592,4000531,Bacon Fully Cooked HC,HDR_CONSUMABLE_ITEM
8010592,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8010592,4000123,"Roll, Martins, Potato HC",HDR_CONSUMABLE_ITEM
8010592,4000518,"Onion, White, Sliced Round 1/8"" HC",HDR_CONSUMABLE_ITEM
8002212,4000503,"Cheese, Mozzarella, Diced 1/2"" (Retail) HC",HDR_CONSUMABLE_ITEM
8002212,4000530,"Sausage, Crumbled, Pork, Frozen HC",HDR_CONSUMABLE_ITEM
8002212,4000500,"Oil, Olive, Extra Virgin HC",HDR_CONSUMABLE_ITEM
8002212,4000353,Cooking Cream 500ml Sterilgarda Panna HC,HDR_CONSUMABLE_ITEM
8002212,4000504,"Basil, Fresh (HDR) HC",HDR_CONSUMABLE_ITEM
8002212,4000267,"Broccoli Rabe,Cooked [Chopped,Rough] (Wonder Basics) HC",HDR_CONSUMABLE_ITEM
8002212,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8002212,4000235,"Crust, 16"" Round (Co-Man) HC",HDR_CONSUMABLE_ITEM
8006150,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8006150,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8006150,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8006150,4000434,"Sauce, Tartar (Buyout) HC",HDR_CONSUMABLE_ITEM
8006150,4000413,Old Bay Seasoning HC,HDR_CONSUMABLE_ITEM
8006353,4000428,"Lettuce, Kale, Curly, 1/4"" Sliced (Buyout) HC",HDR_CONSUMABLE_ITEM
8006353,4000111,"Dressing, Caesar (Buyout) HC",HDR_CONSUMABLE_ITEM
8006353,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8006353,4000525,Italian Breadcrumbs (Mixed) HC,HDR_CONSUMABLE_ITEM
8006375,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8006375,4000505,Pizza Sauce - Square (Di Fara) HC,HDR_CONSUMABLE_ITEM
8006375,4000501,"Cheese, Bufala Mozzarella 4oz HC",HDR_CONSUMABLE_ITEM
8006375,4000500,"Oil, Olive, Extra Virgin HC",HDR_CONSUMABLE_ITEM
8006375,4000504,"Basil, Fresh (HDR) HC",HDR_CONSUMABLE_ITEM
8006375,4000503,"Cheese, Mozzarella, Diced 1/2"" (Retail) HC",HDR_CONSUMABLE_ITEM
8006885,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8006885,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8006885,4000504,"Basil, Fresh (HDR) HC",HDR_CONSUMABLE_ITEM
8006885,4000415,"Nuts, Pine, Toasted (Buyout) HC",HDR_CONSUMABLE_ITEM
8006907,4000506,"Cheese, Parmesan, Grated HC",HDR_CONSUMABLE_ITEM
8006907,4000499,Rosemary Oil (Wonder Basics) HC,HDR_CONSUMABLE_ITEM
8006907,4000522,"Oil, Canola, Frying HC",HDR_CONSUMABLE_ITEM
8006907,4000053,"Fries, French, Fridge Friendly, 5/16"" (Buyout) HC",HDR_CONSUMABLE_ITEM
8006907,4000521,"Salt, Kosher, Diamond Crystal HC",HDR_CONSUMABLE_ITEM
8007201,4000407,"Tomato, Beefsteak, Red, Sliced 1/4"" HC",HDR_CONSUMABLE_ITEM
8007201,4000518,"Onion, White, Sliced Round 1/8"" HC",HDR_CONSUMABLE_ITEM
8007201,4000520,"Pickle, Bread & Butter Chips, Buyout HC",HDR_CONSUMABLE_ITEM
8007201,4000509,"Lettuce, Better Burger (HDR Only) HC",HDR_CONSUMABLE_ITEM
8007201,4000350,Burger Seasoning (Fred's) HC,HDR_CONSUMABLE_ITEM
